site_id,site_name,site_phase,context,lab_id,material,taxon,cra,error,d13C,source,additional_references,outlier,hygiene_c1,hygiene_c2,hygience_c3,hygiene_c4,hygiene_c5,hygiene_a1,hygiene_a2,hygiene_a3,hygiene_a4,hygiene_sum,remarks
TCEC107,Ganj Dareh,,GD 396,AAR28733,Charcoal (Mandel),,8760,42,33.6 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 399,AAR28734,Charcoal (Mandel),,8699,46,33.86 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 405,AAR28735,Charcoal (Pistacie),,8816,45,33.37 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 418,AAR28736,Charcoal (Mandel),,8760,44,33.61 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 432,AAR28737,Charcoal (Pistacie),,6261,39,45.87 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 441,AAR28738,Charcoal (Pistacie),,8942,55,32.85 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 442,AAR28739,Charcoal (Pistacie),,8873,44,33.14 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 602,AAR28740,Charcoal (Mandel),,8798,43,33.45 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 629,AAR28741,Charcoal (Mandel),,8796,45,33.45 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 626,AAR28742,Charcoal (pil),,8841,42,33.27 ± 0.17,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 630,AAR28743,Charcoal (Mandel),,8867,43,33.16 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 622,AAR28744,Charcoal (Mandel),,8815,43,33.38 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 368,AAR28745,Charcoal (Mandel),,8834,46,33.3 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 434,AAR28746,Charcoal (Pistacie),,8863,43,33.18 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 437,AAR28747,Charcoal (Pistacie),,8856,48,33.21 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 438,AAR28748,Charcoal (Pistacie),,8769,47,33.57 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 436,AAR28749,Charcoal (Pistacie),,8871,49,33.14 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 428,AAR28750,Organic material,,8877,47,33.12 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 430,AAR28751,Charcoal (Pistacie),,8896,40,33.04 ± 0.16,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 635,AAR28753,Charcoal (Pistacie),,8784,42,33.51 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
TCEC107,Ganj Dareh,,GD 637,AAR28754,Charcoal (Mandel),,8803,58,33.43 ± 0.24,TCEC,,FALSE,,,,,,,,,,,
TCEC193,Gap A,,,GAK-197,soil,,5870,160,,Bohner2004-ba,"Kigoshi and Endo 1963, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC193,Gap A,,,GAK-198,soil,,5440,120,,Bohner2004-ba,"Kigoshi and Endo 1963, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
TCEC194,Gawra,,,C-817,soil,,5400,325,,Bohner2004-ba,"Libby 1955, Science 127, 1958",FALSE,,,,,,,,,,,
TCEC194,Gawra,,,P-1494,soil,,7002,82,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
TCEC194,Gawra,,,P-1495,soil,,6420,61,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
TCEC194,Gawra,,,P-1496,soil,,5991,72,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
TCEC194,Gawra,,,P-1497,soil,,5787,72,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
,Grai Resh,Uruk,,P-468,charcoal,,4949,75,,Bohner2004-ba,"Stuckenrath 1963, Renfrew 1978",FALSE,,,,,,,,,,,
,Grai Resh,Uruk,,P-469,charcoal,,5169,64,,Bohner2004-ba,"Stuckenrath 1963, Renfrew 1978",FALSE,,,,,,,,,,,
,Hajji Firuz,Pisdeli,niv. 3a,P-1842,charcoal,,5370,80,,Bohner2004-ba,"Lawn 1974, Voigt 1976, Voigt 1983, Chataigner 1995",FALSE,,,,,,,,,,,
,Hajji Firuz,Pisdeli,niv. 2,P-1841,charcoal,,5460,80,,Bohner2004-ba,"Lawn 1974, Voigt 1976, Voigt 1983, Chataigner 1995",FALSE,,,,,,,,,,,
,Hajji Firuz,Hajji Firuz,niv. 6,P-1843,charcoal,,6870,100,,Bohner2004-ba,"Lawn 1974, Voigt 1976, Voigt 1983, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
,Hajji Firuz,Hajji Firuz,niv. 4,P-502,soil,,6895,83,,Bohner2004-ba,"Stuckenrath 1963, Voigt 1976, Voigt 1983, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
,Hajji Firuz,Hajji Firuz,niv. D 5,P-455,charcoal,,7269,86,,Bohner2004-ba,"Stuckenrath 1963, Voigt 1983, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
,Halaf,"transition ""Altmonochrome"" / Halaf",,GrN-2660,charcoal,,7570,35,,Bohner2004-ba,"Vogel and Waterbolk 1964, Bernbeck 1994, Chataigner 1995",FALSE,,,,,,,,,,,
,Halaf,,,AA-30500,grain (charred),Cerealia,7705,75,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Halaf,,,AA-30501,grain (charred),Cerealia,7805,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12298,seed (charred),Pistacia,9980,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12299,seed (charred),Lathyrus/Vicia,10020,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12328,seed (charred),Pistacia,9960,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12329,seed (charred),Pisum/Vicia,10085,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12330,seed (charred),Amygdalus,9980,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12331,seed (charred),Amygdalus,9975,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12332,seed (charred),Pisum/Vicia,9935,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12333,seed (charred),Lathyrus/Vicia,10050,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12334,seed (charred),Scirpus maritimus,9970,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12335,seed (charred),Lathyrus/Vicia,9995,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12336,seed (charred),Pistacia,10020,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12337,seed (charred),Pisum/Vicia,9965,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12338,seed (charred),Pisum/Vicia,9970,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12339,seed (charred),Lathyrus/Vicia,9955,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12340,seed (charred),Amygdalus,9980,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12341,seeds (charred),Amygdalus,10045,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12769,seeds (charred),Lathyrus/Vicia,10010,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12878,seeds (charred),Lathyrus/Vicia,9535,75,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,OxA-12879,seeds (charred),Lathyrus/Vicia,9560,100,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-66850,charcoal,,9510,200,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-66852,charcoal,,9600,180,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-47253,charcoal,,9730,300,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-55050,charcoal,,9840,50,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-66856,charcoal,,9870,110,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-67463,charcoal,,9890,90,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-66854,charcoal,,9930,110,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-67464,charcoal,,10000,80,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,"lower level (""architectural level"")",below house floor,Beta-46647,charcoal,,10040,160,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-55049,charcoal,,10050,80,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-47211,charcoal,,10060,120,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-66855,charcoal,,10060,90,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-66858,charcoal,,10320,110,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-55051,charcoal,,10500,170,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-67462,charcoal,,10520,190,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-55052,charcoal,,10590,170,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,,,Beta-56102,charcoal,,10590,260,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,"upper level (""pit level"")",,Beta-46649,charcoal,,10800,220,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
,Hallan Cemi,"lower level (""architectural level"")",,Beta-47252,charcoal,,11700,460,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16066,,,9860,82,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16067,,,9827,69,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16068,,,9920,83,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16069,,,9652,77,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16070,,,10006,83,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16071,,,9597,66,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16072,,,9828,76,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16073,,,9674,72,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16074,,,9527,71,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16075,,,9708,77,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16076,,,9778,69,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16077,,,9916,82,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16078,,,9831,90,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16079,,,9784,95,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Hasankeyf Höyük,,,MTC-16080,,,9733,68,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC196,Hassuna,,,W-609,charcoal,,3030,200,,Bohner2004-ba,Rubin and Alexander 1960,FALSE,,,,,,,,,,,
TCEC196,Hassuna,,,W-660,charcoal,,7040,200,,Bohner2004-ba,"Science 127, 1958, Rubin and Alexander 1960, Bernbeck 1994, Chataigner 1995",FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-3,unknown,,5062,68,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-4,unknown,,5166,72,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-43,unknown,,4966,84,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-44,unknown,,5096,121,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-46,unknown,,5141,122,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-48,unknown,,5133,94,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-5,unknown,,5246,71,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC197,Jaffarabad,,,TUNC-6,unknown,,5238,72,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
TCEC57,Jani,,"Section, C23, ash layer, S72b",Beta-258649,plant remains,Cyperaceae,8860,60,-23.4,Darabi2015-jm,Matthews et al. 2013b,FALSE,,,,,,,,,,,
TCEC57,Jani,,"Section, C11, ash layer, S11",Beta-267510,charcoal,,8820,50,,Darabi2015-jm,Matthews et al. 2013b,FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,C-113,shell,,6710,320,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,C-742,charcoal,,6606,330,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,C-743,charcoal,,6695,360,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,C-744,charcoal,,5266,450,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,GL-44,charcoal,,6650,170,,Bohner2004-ba,"Science 127, 1958, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,GL-45,charcoal,,6670,120,,Bohner2004-ba,"Science 127, 1958, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,GL-48,charcoal,,6930,120,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,GL-49,charcoal,,6300,180,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,GL-50,charcoal,,6750,120,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,GrN-6353,ceramic,,7655,75,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,H-551/-491,charcoal,,8525,175,,Bohner2004-ba,"Braidwood 1958b, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,UCLA-1714E,bone collagen,Equus hemionus,7980,140,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,UCLA-1723A,bone collagen,Ovis,7800,120,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,UCLA-1723B,bone collagen,Bos,7270,200,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,UCLA-1723C,bone collagen,Bos,6180,300,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,UCLA-1723D,bone collagen,Bos,6550,200,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,W-607,soil,,9040,250,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,W-608,bone,,7750,250,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,W-651,charcoal,,8830,200,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,W-652,charcoal,,7950,200,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,W-657,soil,,11240,300,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC199,Jarmo,,,W-665,soil,,11200,200,,Bohner2004-ba,"Rubin and Alexander 1960, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC244,Karanvasara,,K 6,AAR28772,Charcoal (poppel),,5356,38,51.34 ± 0.25,TCEC,,FALSE,,,,,,,,,,,
TCEC244,Karanvasara,,K 5,AAR28773,Charcoal (enebær),,5435,34,50.83 ± 0.21,TCEC,,FALSE,,,,,,,,,,,
,Kashkashok II,,level 4 (foyer Pa),TK-802,,,6290,220,,Bohner2004-ba,Matsutani 1991,FALSE,,,,,,,,,,,
,Kashkashok II,,level 3,TK-860,,,7490,110,,Bohner2004-ba,"Matsutani 1991, Bernbeck 1994",FALSE,,,,,,,,,,,
,Kashkashok II,,level 3,TK-803,,,7730,90,,Bohner2004-ba,"Matsutani 1991, Bernbeck 1994",FALSE,,,,,,,,,,,
,Kashkashok II,,level 3,TK-859,,,7880,110,,Bohner2004-ba,"Matsutani 1991, Bernbeck 1994",FALSE,,,,,,,,,,,
TCEC200,Kelek Asad Morad,CUT 6,,UBA-15576,charcoal,,9101,41,,Berlin ex-orient (2016),Moradi et al. 2016,FALSE,,,,,,,,,,,
TCEC200,Kelek Asad Morad,114,,UBA-15577,charcoal,,9109,42,,Berlin ex-orient (2016),Moradi et al. 2016,FALSE,,,,,,,,,,,
TCEC200,Kelek Asad Morad,114,,UBA-15578,charcoal,,9149,48,,Berlin ex-orient (2016),Moradi et al. 2016,FALSE,,,,,,,,,,,
,Körtik Tepe,,,Beta-178241,bone,,8370,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,Beta-178242,bone,,9870,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38848,charcoal,Quercus,9985,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38849,charcoal,Quercus,10065,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38850,charcoal,Pistacia,10035,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38851,charcoal,Tamarix,10075,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38852,charcoal,Tamarix,9965,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38853,charcoal,Amygdalus,10015,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38854,charcoal,Populus,10000,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-38855,charcoal,,10040,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-39509,charcoal,Populus/Salix,9960,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-39510,charcoal,Tamarix,9925,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-39511,charcoal,Rhamnus,10100,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-39512,charcoal,Tamarix,9955,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45333,charcoal,,10155,50,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45334,charcoal,Populus/Salix,10205,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45335,charcoal,Populus/Salix,10330,70,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45336,charcoal,,10270,95,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45340,plant matter,dicot,10030,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45341,plant matter,Vitis,10015,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45342,charcoal,Populus/Salix,9835,35,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,ETH-45344,charcoal (bark),,10090,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,KIA-44648,grain,Secale cereale;Secale,10250,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,KIA-44863,grain,Secale cereale;Secale,9815,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Körtik Tepe,,,KIA-44864,grain,Secale cereale,10252,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
,Kültepe,,"15,35 m de profondeur",LE-434,,,4870,150,,Bohner2004-ba,"Dolukhanov and Romanovka 1970, Dolukhanov and Timofeev 1972, Chataigner 1995",FALSE,,,,,,,,,,,
,Kültepe,Bronze Ancien,"8,5 m de profondeur",LE-163,,,4880,90,,Bohner2004-ba,"Butomo 1965, Chataigner 1995",FALSE,,,,,,,,,,,
,Kültepe,,"18,2 m de profondeur",LE-477,,,5770,90,,Bohner2004-ba,"Artemev et al. 1961, Iessen 1965, Mellaart 1975, Chataigner 1995",FALSE,,,,,,,,,,,
,Leilan,Period VI (Late Northern Ubaid),Stratum 58,UM-1817,wood,,6584,100,,Bohner2004-ba,Weiss 2000,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4465,charcoal,,10850,200,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4483,charcoal,,12810,660,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4652,charcoal,,13860,300,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-4658,charcoal,,12360,280,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6149,charcoal,,10290,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6150,charcoal,,10890,140,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6356,charcoal,,9630,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,Gd-6363,charcoal,,13540,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3747,plant remains,Lens,9870,140,,Palmisano2017-qp,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3748,plant remains,Lens,9890,120,,Palmisano2017-qp,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3749,plant remains,,9660,250,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3810,plant remains,Lens,9680,100,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
TCEC201,M'lefaat,,,OxA-3819,plant remains,,9680,100,,Bohner2004-ba,"Kozlowski 1994a, Waterbolk 1994",FALSE,,,,,,,,,,,
TCEC202,Madhhur,,,BM-1458,plant remains,,5570,55,,Bohner2004-ba,Burleigh et al. 1982a,FALSE,,,,,,,,,,,
TCEC203,Magzaliyah,,,IGAN-772,charcoal,,8010,50,,Bohner2004-ba,"Bader 1989, Kozlowski 1994a",FALSE,,,,,,,,,,,
TCEC203,Magzaliyah,,,IGAN-773,charcoal,,7490,50,,Bohner2004-ba,"Bader 1989, Kozlowski 1994a",FALSE,,,,,,,,,,,
