site_id,site_name,site_phase,context,lab_id,material,taxon,c14_age,c14_error,d13C,source,additional_references,outlier,hygiene_c1,hygiene_c2,hygience_c3,hygiene_c4,hygiene_c5,hygiene_a1,hygiene_a2,hygiene_a3,hygiene_a4,hygiene_sum,remarks
246,Hallan Cemi,,,OxA-12335,seed (charred),Lathyrus/Vicia,9995,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12336,seed (charred),Pistacia,10020,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12337,seed (charred),Pisum/Vicia,9965,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12338,seed (charred),Pisum/Vicia,9970,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12339,seed (charred),Lathyrus/Vicia,9955,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12340,seed (charred),Amygdalus,9980,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12341,seeds (charred),Amygdalus,10045,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12769,seeds (charred),Lathyrus/Vicia,10010,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12878,seeds (charred),Lathyrus/Vicia,9535,75,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12879,seeds (charred),Lathyrus/Vicia,9560,100,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16066,,,9860,82,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16067,,,9827,69,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16068,,,9920,83,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16069,,,9652,77,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16070,,,10006,83,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16071,,,9597,66,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16072,,,9828,76,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16073,,,9674,72,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16074,,,9527,71,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16075,,,9708,77,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16076,,,9778,69,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16077,,,9916,82,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16078,,,9831,90,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16079,,,9784,95,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
248,Hasankeyf Höyük,,,MTC-16080,,,9733,68,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
196,Hassuna,,,W-609,charcoal,,3030,200,,Bohner2004-ba,Rubin and Alexander 1960,FALSE,,,,,,,,,,,
196,Hassuna,,,W-660,charcoal,,7040,200,,Bohner2004-ba,"Science 127, 1958, Rubin and Alexander 1960, Bernbeck 1994, Chataigner 1995",FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-3,unknown,,5062,68,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-4,unknown,,5166,72,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-43,unknown,,4966,84,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-44,unknown,,5096,121,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-46,unknown,,5141,122,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-48,unknown,,5133,94,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-5,unknown,,5246,71,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
197,Jaffarabad,,,TUNC-6,unknown,,5238,72,,Bohner2004-ba,Hole 1987,FALSE,,,,,,,,,,,
57,Jani,,"Section, C23, ash layer, S72b",Beta-258649,plant remains,Cyperaceae,8860,60,-23.4,Darabi2015-jm,Matthews et al. 2013b,FALSE,,,,,,,,,,,
57,Jani,,"Section, C11, ash layer, S11",Beta-267510,charcoal,,8820,50,,Darabi2015-jm,Matthews et al. 2013b,FALSE,,,,,,,,,,,
199,Jarmo,,,C-113,shell,,6710,320,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,C-742,charcoal,,6606,330,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,C-743,charcoal,,6695,360,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,C-744,charcoal,,5266,450,,Bohner2004-ba,"Libby 1955, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,GL-44,charcoal,,6650,170,,Bohner2004-ba,"Science 127, 1958, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,GL-45,charcoal,,6670,120,,Bohner2004-ba,"Science 127, 1958, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,GL-48,charcoal,,6930,120,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,GL-49,charcoal,,6300,180,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,GL-50,charcoal,,6750,120,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,GrN-6353,ceramic,,7655,75,,Bohner2004-ba,"Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,"Operation I, strat.",H-551/-491,charcoal,,8525,175,,Bohner2004-ba,"Braidwood 1958b, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,UCLA-1714E,bone collagen,Equus hemionus,7980,140,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,UCLA-1723A,bone collagen,Ovis,7800,120,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,UCLA-1723B,bone collagen,Bos,7270,200,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,UCLA-1723C,bone collagen,Bos,6180,300,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,UCLA-1723D,bone collagen,Bos,6550,200,,Bohner2004-ba,"Berger et al. 1973, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,W-607,soil,,9040,250,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,W-608,bone,,7750,250,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,W-651,charcoal,,8830,200,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,W-652,charcoal,,7950,200,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,W-657,soil,,11240,300,,Bohner2004-ba,"Rubin and Alexander 1960, Braidwood et al. (eds.) 1983, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
199,Jarmo,,,W-665,soil,,11200,200,,Bohner2004-ba,"Rubin and Alexander 1960, Hole 1987, Kozlowski 1994a",FALSE,,,,,,,,,,,
475,K-132,,machine dug ditch next to road,Beta-75960,,,5570,70,,NERD,Hole 2001,FALSE,,,,,,,,,,,
476,Kamiltepe,,"KAM09-111/57, P12",KIA-40368,grain,Hordeum vulgare,6568,31,,NERD,Aliyev and Helwing 2009; CalPal,FALSE,,,,,,,,,,,
476,Kamiltepe,,"KAM09-220/13, O11",KIA-40369,charcoal,Populus,6507,31,,NERD,Aliyev and Helwing 2009; CalPal,FALSE,,,,,,,,,,,
476,Kamiltepe,,"KAM09-223/8, O11",KIA-40370,charcoal,Fraxinus,6480,36,,NERD,Aliyev and Helwing 2009; CalPal,FALSE,,,,,,,,,,,
476,Kamiltepe,,"KAM09-307/1, O9",KIA-40371,grain,Hordeum vulgare,6501,31,,NERD,Aliyev and Helwing 2009; CalPal,FALSE,,,,,,,,,,,
244,Karanvasara,,K 6,AAR28772,Charcoal (poppel),,5356,38,51.34 ± 0.25,TCEC,,FALSE,,,,,,,,,,,
244,Karanvasara,,K 5,AAR28773,Charcoal (enebær),,5435,34,50.83 ± 0.21,TCEC,,FALSE,,,,,,,,,,,
478,Karintak,,grave,AAR-,tooth,Homo sapiens,5635,29,,NERD,Margaryan et al. 2017,FALSE,,,,,,,,,,,
479,Kashkashok I,,"basal layer; laminated black, grey and orange ashy layer at depth of 1.0-1.25m below surface",AA-30497,,,6845,75,,NERD,Flohr et al. 2016,FALSE,,,,,,,,,,,
480,Kashkashok II,,level 4 (foyer Pa),TK-802,,,6290,220,,Bohner2004-ba,Matsutani 1991,FALSE,,,,,,,,,,,
480,Kashkashok II,,level 3,TK-803,,,7730,90,,Bohner2004-ba,"Matsutani 1991, Bernbeck 1994",FALSE,,,,,,,,,,,
480,Kashkashok II,,level 3,TK-859,,,7880,110,,Bohner2004-ba,"Matsutani 1991, Bernbeck 1994",FALSE,,,,,,,,,,,
480,Kashkashok II,,level 3,TK-860,,,7490,110,,Bohner2004-ba,"Matsutani 1991, Bernbeck 1994",FALSE,,,,,,,,,,,
480,Kashkashok II,,Gysum bin in Sq.E6; layer 3; Gysum bin in Sq.E6,TKa-12719,charcoal,,7360,80,,NERD,Nishiaki and Le Mière 2005; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
480,Kashkashok II,,ash pit in Sq.E8; layer 3; ash pit in Sq.E8,TKa-12720,grain (charred),Cerealia,7480,100,,NERD,Nishiaki and Le Mière 2005; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
480,Kashkashok II,,ash pit in Sq.E8; layer 3; ash pit in Sq.E8,TKa-12721,grain (charred),Cerealia,7470,90,,NERD,Nishiaki and Le Mière 2005; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
480,Kashkashok II,,Gypsum bin in Sq.E8; layer 3; Gypsum bin in Sq.E8,TKa-12722,charcoal,,7460,110,,NERD,Nishiaki and Le Mière 2005; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
200,Kelek Asad Morad,CUT 6,,UBA-15576,charcoal,,9101,41,,Berlin ex-orient (2016),Moradi et al. 2016,FALSE,,,,,,,,,,,
200,Kelek Asad Morad,114,,UBA-15577,charcoal,,9109,42,,Berlin ex-orient (2016),Moradi et al. 2016,FALSE,,,,,,,,,,,
200,Kelek Asad Morad,114,,UBA-15578,charcoal,,9149,48,,Berlin ex-orient (2016),Moradi et al. 2016,FALSE,,,,,,,,,,,
480,Kenan Tepe,,Late Chalcolithic,Beta-155572,organic material,,4430,60,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,EBA ?,Beta-156415,bone,,4210,40,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,MBA,Beta-165446,,,3500,50,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,MBA,Beta-165447,,,3520,60,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,MBA,Beta-165448,,,3520,40,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,Late Chalcolithic,Beta-166341,organic material,,4510,40,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,Late Chalcolithic,Beta-166342,,,4700,40,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,Late Chalcolithic,Beta-166343,,,4820,40,,NERD,TAY Project,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176370,organic material (charred),,4150,40,,NERD,Parker and Dodd 2005,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176371,organic material (charred),,4520,40,,NERD,Parker and Dodd 2005,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176372,charcoal?,,5870,40,,NERD,TAY Project; Flohr et al. 2016,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176373,charcoal?,,5750,40,,NERD,TAY Project; Flohr et al. 2016,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176374,organic material (charred),,4400,40,,NERD,Parker and Dodd 2005,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176375,organic material (charred),,4400,40,,NERD,Parker and Dodd 2005,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176376,organic material (charred),,4350,40,,NERD,Parker and Dodd 2005,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-176377,organic material (charred),,3620,40,,NERD,Parker and Dodd 2005,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-180241,charcoal?,,5880,40,,NERD,TAY Project; Flohr et al. 2016,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-208202,,,5720,50,,NERD,Parker 2010,FALSE,,,,,,,,,,,
480,Kenan Tepe,,,Beta-208204,,,5770,40,,NERD,Parker 2010,FALSE,,,,,,,,,,,
482,Khirbet Khatuniyeh,,destruction level,BM-2293R,charcoal,,2610,140,,NERD,Bowman et al. 1990,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,Beta-178241,bone,,8370,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,Beta-178242,bone,,9870,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38848,charcoal,Quercus,9985,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38849,charcoal,Quercus,10065,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38850,charcoal,Pistacia,10035,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38851,charcoal,Tamarix,10075,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38852,charcoal,Tamarix,9965,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38853,charcoal,Amygdalus,10015,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38854,charcoal,Populus,10000,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-38855,charcoal,,10040,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-39509,charcoal,Populus/Salix,9960,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-39510,charcoal,Tamarix,9925,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-39511,charcoal,Rhamnus,10100,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-39512,charcoal,Tamarix,9955,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45333,charcoal,,10155,50,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45334,charcoal,Populus/Salix,10205,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45335,charcoal,Populus/Salix,10330,70,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45336,charcoal,,10270,95,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45340,plant matter,dicot,10030,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45341,plant matter,Vitis,10015,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45342,charcoal,Populus/Salix,9835,35,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,ETH-45344,charcoal (bark),,10090,40,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,KIA-44648,grain,Secale cereale;Secale,10250,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,KIA-44863,grain,Secale cereale;Secale,9815,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
477,Körtik Tepe,,,KIA-44864,grain,Secale cereale,10252,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,F2036,LTL-13042A,,,4502,45,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 2055,LTL-13043A,,,5126,45,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 3014,LTL-13045A,,,5350,35,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 3022,LTL-13046A,,,5590,40,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 3005,LTL-13047A,,,5230,45,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 3028,LTL-13047A,,,5647,50,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 2044,LTL-14447A,,,4430,45,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 3018,Ly-10439,,,5360,30,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 2030,Ly-10440,,,4175,30,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 3008,Poz-61372,,,5335,30,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 2053,Poz-61373,,,5065,30,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 2020,Poz-61374,,,3845,30,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 2009,Poz-61376,,,2170,30,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
487,Kul Tepe Jolfa (Hadishahr),,Locus 1036,Poz-61377,,,3985,30,,NERD,Abedi and Omrani 2015,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-4465,charcoal,,10850,200,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-4483,charcoal,,12810,660,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-4652,charcoal,,13860,300,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-4658,charcoal,,12360,280,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-6149,charcoal,,10290,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-6150,charcoal,,10890,140,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-6356,charcoal,,9630,130,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,Gd-6363,charcoal,,13540,180,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,OxA-3747,plant remains,Lens,9870,140,,Palmisano2017-qp,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,OxA-3748,plant remains,Lens,9890,120,,Palmisano2017-qp,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,OxA-3749,plant remains,,9660,250,,Bohner2004-ba,Kozlowski 1994a,FALSE,,,,,,,,,,,
201,M'lefaat,,,OxA-3810,plant remains,Lens,9680,100,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
201,M'lefaat,,,OxA-3819,plant remains,,9680,100,,Bohner2004-ba,"Kozlowski 1994a, Waterbolk 1994",FALSE,,,,,,,,,,,
202,Madhhur,,,BM-1458,plant remains,,5570,55,,Bohner2004-ba,Burleigh et al. 1982a,FALSE,,,,,,,,,,,
203,Magzaliyah,,,IGAN-772,charcoal,,8010,50,,Bohner2004-ba,"Bader 1989, Kozlowski 1994a",FALSE,,,,,,,,,,,
203,Magzaliyah,,,IGAN-773,charcoal,,7490,50,,Bohner2004-ba,"Bader 1989, Kozlowski 1994a",FALSE,,,,,,,,,,,
204,Mahtaj,,(1005) RN 2010,AAR-26660,Dung?,,8022,32,-25.99,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(1002) RN 2023,AAR-26661,Dung?,,8123,40,-24.67,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(1002) RN 2028,AAR-26662,Dung?,,7918,34,-25.46,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(2003) RN 2088,AAR-26663,Dung?,,8068,37,-27.26,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(2005) RN 2093,AAR-26664,Dung?,,34517,267,-26.21,TCEC,TCEC,TRUE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(3002) RN 2128,AAR-26665,Dung?,,8125,42,-25.55,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(3003) RN 2141,AAR-26666,Dung?,,7958,32,-25.23,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(3003) RN 2142,AAR-26667,Dung?,,8070,32,-25.26,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(3006) RN 2185,AAR-26668,Dung?,,8041,32,-26.78,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(3006) RN 2186,AAR-26669,Dung?,,8042,36,-25.61,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(1015) RN 2199,AAR-26670,plant remains,Salicaceae,7762,31,-26,TCEC,TCEC,FALSE,,,,,,,,,,,Material uncertain
204,Mahtaj,,(1018) RN 2211,AAR-26671,Dung?,,32396,209,-26.24,TCEC,TCEC,TRUE,,,,,,,,,,,Material uncertain
205,Malyan,,,TUNC-31,unknown,,4815,91,,Bohner2004-ba,"Iran 10 1972, Renfrew 1978",FALSE,,,,,,,,,,,
488,Masis Blur,,"upper, MB-1 2012.L10/4.105.1034",UCIAMS-121528,charcoal,,6935,25,-25.1,NERD,Martirosyan-Olshansky 2013,FALSE,,,,,,,,,,,
488,Masis Blur,,"upper, MB-3 2012.M10/1.319.3085",UCIAMS-121530,charcoal,,6940,25,-24.4,NERD,Martirosyan-Olshansky 2013,FALSE,,,,,,,,,,,
488,Masis Blur,,MB-4 2012.M11/1.023.0259,UCIAMS-121531,charcoal,,6765,25,-25.6,NERD,Martirosyan-Olshansky 2013,FALSE,,,,,,,,,,,
488,Masis Blur,,"lower, MB-2 2012.M9/1.212.2110",UCIAMS-21529,charcoal,,6995,20,-25.8,NERD,Martirosyan-Olshansky 2013,FALSE,,,,,,,,,,,
206,Matarrah,,,W-623,charcoal,,7570,250,,Bohner2004-ba,"Rubin and Alexander 1960, Bernbeck 1994",FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3199,AAR28764,Charcoal (ask),,5998,35,47.4 ± 0.21,TCEC,,FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3265,AAR28765,Charcoal (poppel),,5902,61,47.97 ± 0.37,TCEC,,FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3267,AAR28766,Charcoal (Mandel),,5970,37,47.56 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3220,AAR28767,Charcoal (ask),,5967,37,47.58 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3043,AAR28768,Charcoal (poppel),,5913,35,47.9 ± 0.21,TCEC,,FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3057,AAR28769,Charcoal (ask),,5889,36,48.04 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3248,AAR28770,Charcoal (Mandel),,5989,37,47.45 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
243,Nade-Ali Beigh Tepe,,BT 3232,AAR28771,Charcoal (ask),,6015,37,47.29 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
207,Nemrik 9,,,Gd-2637,charcoal,,8440,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
207,Nemrik 9,,,Gd-2713,shell,,9470,140,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
207,Nemrik 9,,,Gd-2714,shell,,10900,140,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
207,Nemrik 9,,,Gd-2766,charcoal,,9570,130,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a",FALSE,,,,,,,,,,,
207,Nemrik 9,,,Gd-2773,charcoal,,9480,170,,Bohner2004-ba,"Pazdur 1992, Kozlowski 1994a, Banadora",FALSE,,,,,,,,,,,
