site_id,site_name,site_phase,context,lab_id,material,taxon,c14_age,c14_error,d13C,source,additional_references,outlier,hygiene_c1,hygiene_c2,hygience_c3,hygiene_c4,hygiene_c5,hygiene_a1,hygiene_a2,hygiene_a3,hygiene_a4,hygiene_sum,remarks
232,Chogha Mish,,"Sq.P22, 629",Beta-106169,charcoal,,6600,50,,NERD,Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
191,Chogha Sefid,,Ali Kosh; Zone A1,UGa-294,,,8760,150,,NERD,Hole 1977; Marshall 2012; Flohr et al. 2016,FALSE,,,,,,,,,,,
191,Chogha Sefid,,Sefid; Zone A4,UGa-295,,,9690,100,,NERD,Hole 1977; Marshall 2012; Flohr et al. 2016,FALSE,,,,,,,,,,,
191,Chogha Sefid,,phase Mohammad Jaffar; Zone SB/A,UGa-296,,,8760,165,,NERD,Hole 1977; Marshall 2012; Flohr et al. 2016,FALSE,,,,,,,,,,,
191,Chogha Sefid,,Sefid; Zone C1,UGa-297,,,8040,90,,NERD,Hole 1977; Marshall 2012; Flohr et al. 2016,FALSE,,,,,,,,,,,
191,Chogha Sefid,,Sefid; Zone C1,Uga-300,,,11270,90,,NERD,Hole 1977,FALSE,,,,,,,,,,,
191,Chogha Sefid,,Mohammad Jaffar; Zone SB/A,UGa-302,,,8085,145,,NERD,Hole 1977; Marshall 2012; Flohr et al. 2016,FALSE,,,,,,,,,,,
191,Chogha Sefid,,Ali Kosh; Zone A1,UGa-305,,,10425,145,,NERD,Hole 1977; Marshall 2012; Flohr et al. 2016,FALSE,,,,,,,,,,,
191,Chogha Sefid,,Sefid; Zone B2,UGa-310,,,9530,145,,NERD,Hole 1977; Marshall 2012; Flohr et al. 2016,FALSE,,,,,,,,,,,
387,Dalma,,,P-503,soil,,5986,87,,Bohner2004-ba,"Stuckenrath 1963, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
388,Dava Göz,,Locus 3002,LTL-13270A,,,6272,45,,NERD,Abedi 2016,FALSE,,,,,,,,,,,
388,Dava Göz,,Locus 3005,LTL-13271A,,,5823,45,,NERD,Abedi 2016,FALSE,,,,,,,,,,,
388,Dava Göz,,Locus 4006,LTL-13272A,,,5860,45,,NERD,Abedi 2016,FALSE,,,,,,,,,,,
388,Dava Göz,,Locus 5005,LTL-13274A,,,4956,45,,NERD,Abedi 2016,FALSE,,,,,,,,,,,
388,Dava Göz,,Locus 3004,Lyon-11538,,,5860,40,,NERD,Abedi 2016,FALSE,,,,,,,,,,,
388,Dava Göz,,Locus 5007,Lyon-11539,,,5570,35,,NERD,Abedi 2016,FALSE,,,,,,,,,,,
55,East Chia Sabz,,,Erl-14835,,Fabaceae,9228,39,,Darabi2015-jm,Riehl et al. 2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,,,Erl-14836,shell,Pistacia,8928,37,,Darabi2015-jm,Riehl et al. 2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,,,Erl-14837,,Fabaceae,8709,37,,Darabi2015-jm,Riehl et al. 2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,2026,,OxA-20994,charcoal,,8750,45,,Darabi2015-jm,Darabi et al.2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,2028,,OxA-21028,charcoal,,8830,45,,Darabi2015-jm,Darabi et al.2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,2037,,OxA-21029,charcoal,,8830,45,,Darabi2015-jm,Darabi et al.2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,2042,,OxA-21030,charcoal,,9015,39,,Darabi2015-jm,Darabi et al.2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,2044,,OxA-21031,charcoal,,9180,40,,Darabi2015-jm,Darabi et al.2012,FALSE,,,,,,,,,,,
55,East Chia Sabz,2046,,OxA-21032,charcoal,,9225,40,,Darabi2015-jm,Darabi et al.2012,FALSE,,,,,,,,,,,
705,Feyda,,,AA-30508,bone (charred),,7710,85,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
705,Feyda,,,AA-30509,bone (charred),,7945,85,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 107,AAR28719,Charcoal (Mandel),,8868,43,33.16 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 139,AAR28720,Charcoal (Mandel),,8661,41,34.02 ± 0.17,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 164,AAR28721,Charcoal (Pistacie),,8831,45,33.31 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 284,AAR28722,Charcoal (Mandel),,8812,44,33.39 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 310,AAR28723,Charcoal (Mandel),,8926,47,32.92 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 323,AAR28724,Charcoal (Pistacie),,8955,48,32.8 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 346,AAR28725,Charcoal (Pistacie),,8875,57,33.13 ± 0.23,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 336,AAR28726,Charcoal (Pistacie),,8920,45,32.94 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 349,AAR28727,Charcoal (Pistacie),,8837,42,33.28 ± 0.17,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 352,AAR28728,Charcoal (Pistacie),,8788,62,33.49 ± 0.26,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 360,AAR28729,Charcoal (Mandel),,8780,47,33.52 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 378,AAR28730,Organic material,,8826,43,33.33 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 380,AAR28731,Charcoal (Mandel),,8832,43,33.3 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 393,AAR28732,Charcoal (Mandel),,8749,43,33.65 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 396,AAR28733,Charcoal (Mandel),,8760,42,33.6 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 399,AAR28734,Charcoal (Mandel),,8699,46,33.86 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 405,AAR28735,Charcoal (Pistacie),,8816,45,33.37 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 418,AAR28736,Charcoal (Mandel),,8760,44,33.61 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 432,AAR28737,Charcoal (Pistacie),,6261,39,45.87 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 441,AAR28738,Charcoal (Pistacie),,8942,55,32.85 ± 0.22,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 442,AAR28739,Charcoal (Pistacie),,8873,44,33.14 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 602,AAR28740,Charcoal (Mandel),,8798,43,33.45 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 629,AAR28741,Charcoal (Mandel),,8796,45,33.45 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 626,AAR28742,Charcoal (pil),,8841,42,33.27 ± 0.17,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 630,AAR28743,Charcoal (Mandel),,8867,43,33.16 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 622,AAR28744,Charcoal (Mandel),,8815,43,33.38 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 368,AAR28745,Charcoal (Mandel),,8834,46,33.3 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 434,AAR28746,Charcoal (Pistacie),,8863,43,33.18 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 437,AAR28747,Charcoal (Pistacie),,8856,48,33.21 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 438,AAR28748,Charcoal (Pistacie),,8769,47,33.57 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 436,AAR28749,Charcoal (Pistacie),,8871,49,33.14 ± 0.2,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 428,AAR28750,Organic material,,8877,47,33.12 ± 0.19,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 430,AAR28751,Charcoal (Pistacie),,8896,40,33.04 ± 0.16,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 635,AAR28753,Charcoal (Pistacie),,8784,42,33.51 ± 0.18,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,,GD 637,AAR28754,Charcoal (Mandel),,8803,58,33.43 ± 0.24,TCEC,,FALSE,,,,,,,,,,,
107,Ganj Dareh,A,,B-108238,bone collagen,,8780,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,B-108239,bone collagen,,8930,60,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,B-108240,bone collagen,,8780,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,B-108241,bone collagen,,8720,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,B-108242,bone collagen,,8940,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,C,,B-108243,bone collagen,,8920,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,B-108244,bone collagen,,8840,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,B-108245,bone collagen,,8940,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,B-108246,bone collagen,,8870,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,B-108247,bone collagen,,8830,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,B-108248,bone collagen,,8900,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,B-108249,bone collagen,,8840,50,,Darabi2015-jm,Zeder & Hesse 2000,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level A, depth 180-200cm; 180-200 cm depth; level A, depth 180-200 cm",Beta-108238,bone,,8780,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level B, depth 165-180cm; 165-80 cm depth; level B, depth 165-180 cm",Beta-108239,bone,,8930,60,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level B, depth 220-240cm; 220-40 cm depth; level B, depth 220-240 cm",Beta-108240,bone,,8780,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level B, depth 240-260cm; 240-60 cm depth; level B, depth240-260 cm",Beta-108241,bone,,8720,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level B, depth 280-300cm; 280-300 cm depth; level B, depth 280-300 cm",Beta-108242,bone,,8940,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level C, depth 460-480cm; 460-80 cm depth; level C, depth 460-480 cm",Beta-108243,bone,,8920,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level D, depth 430-460cm; 430-60 cm depth; level D, depth 430-460 cm",Beta-108244,bone,,8840,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level D, depth 580-600cm; 580-600 cm depth; level D, depth 580-600 cm",Beta-108245,bone,,8940,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level E, depth 580-585cm; 580-5 cm depth; level E, depth 580-585 cm",Beta-108246,bone,,8870,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level E, depth 665-675cm; 665-75 cm depth; level E, depth 665-675 cm",Beta-108247,bone,,8830,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level E, depth 700-710cm; level E",Beta-108248,bone,,8900,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"level E, depth 765-770cm; level E",Beta-108249,bone,,8840,50,,NERD,Zeder and Hesse 2000; Marshall 2012; CalPal; Flohr et al. 2016,FALSE,,,,,,,,,,,
107,Ganj Dareh,,,"Beta-432,800",bone,Homo sapiens,8860,50,,NERD,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,Beta-432800,bone collagen,Homo sapiens,8860,50,,,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,,,"Beta-436,170",bone,Homo sapiens,9000,40,,NERD,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,Beta-436170,bone collagen,Homo sapiens,9000,40,,,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,GAK-807,charcoal,,10400,150,,Darabi2015-jm,Smith 1972,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"GD1, Level E, basal",GaK-807,charcoal,,10400,150,,NERD,Kigoshi 1967,FALSE,,,,,,,,,,,
107,Ganj Dareh,D/E,,GAK-994,charcoal,,8910,170,,Darabi2015-jm,Hesse 1978,FALSE,,,,,,,,,,,
107,Ganj Dareh,,"Level D, 1 m higher than Gak-807",GaK-994,charcoal,,8910,170,,NERD,Kigoshi 1967,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,OxA-2099,plant remains,Hordeum vulgare,8840,110,,Darabi2015-jm,Housley 1994,FALSE,,,,,,,,,,,
107,Ganj Dareh,C/D,,OxA-2100,plant remains,Hordeum vulgare,9010,110,,Darabi2015-jm,Housley 1994,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,OxA-2101,plant remains,Hordeum vulgare,8850,110,,Darabi2015-jm,Housley 1994,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,OxA-2102,plant remains,Hordeum vulgare,8690,110,,Darabi2015-jm,Housley 1994,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,P-1484,bone collagen,,8970,100,,Darabi2015-jm,Hesse 1978,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,P-1485,bone collagen,,9239,196,,Darabi2015-jm,Lawn 1970,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,P-1486,bone collagen,,8890,100,,Darabi2015-jm,Hesse 1978,FALSE,,,,,,,,,,,
107,Ganj Dareh,,,"Poz-81,100",bone,Homo sapiens,8780,50,,NERD,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,,,"Poz-81,109",bone,Homo sapiens,8800,50,,NERD,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,,,"Poz-81,114",bone,Homo sapiens,8850,50,,NERD,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,C,,Poz-81100,bone collagen,Homo sapiens,8780,50,,,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,Poz-81109,bone collagen,Homo sapiens,8800,50,,,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,Poz-81114,bone collagen,Homo sapiens,8850,50,,,Meiklejohn et al. 2017,FALSE,,,,,,,,,,,
107,Ganj Dareh,A,,SI-4732,unknown,,8590,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,SI-4733,unknown,,8525,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,SI-4734,unknown,,8110,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,B,,SI-4735,unknown,,8460,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,C,,SI-4736,unknown,,8450,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,C,,SI-4737,unknown,,8650,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,SI-4738,unknown,,8485,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,SI-4739,unknown,,8140,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,SI-4740,unknown,,8535,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,D,,SI-4741,unknown,,8950,70,,Darabi2015-jm,Hole 1987b,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,SI-922,charcoal,,8570,310,,Darabi2015-jm,Hesse 1978,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,SI-923,charcoal,,8630,200,,Darabi2015-jm,Hesse 1978,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,SI-924,charcoal,,8640,90,,Darabi2015-jm,Hesse 1978,FALSE,,,,,,,,,,,
107,Ganj Dareh,E,,SI-925,charcoal,,8340,80,,Darabi2015-jm,Hesse 1978,FALSE,,,,,,,,,,,
193,Gap A,,,GAK-197,soil,,5870,160,,Bohner2004-ba,"Kigoshi and Endo 1963, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
193,Gap A,,,GAK-198,soil,,5440,120,,Bohner2004-ba,"Kigoshi and Endo 1963, Voigt and Dyson 1992",FALSE,,,,,,,,,,,
194,Gawra,,,C-817,soil,,5400,325,,Bohner2004-ba,"Libby 1955, Science 127, 1958",FALSE,,,,,,,,,,,
194,Gawra,,,P-1494,soil,,7002,82,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
194,Gawra,,,P-1495,soil,,6420,61,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
194,Gawra,,,P-1496,soil,,5991,72,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
194,Gawra,,,P-1497,soil,,5787,72,,Bohner2004-ba,Lawn 1973,FALSE,,,,,,,,,,,
394,Gird-i Rostam,,"fill, Locus 19",Wk-48016,charcoal,,5524,20,,NERD,Potts et al. 2019,FALSE,,,,,,,,,,,
394,Gird-i Rostam,,"fill, Locus 11",Wk-48020,charcoal,,3802,19,,NERD,Potts et al. 2019,FALSE,,,,,,,,,,,
383,Grai Resh,Uruk,,P-468,charcoal,,4949,75,,Bohner2004-ba,"Stuckenrath 1963, Renfrew 1978",FALSE,,,,,,,,,,,
383,Grai Resh,Uruk,,P-469,charcoal,,5169,64,,Bohner2004-ba,"Stuckenrath 1963, Renfrew 1978",FALSE,,,,,,,,,,,
397,Gurga Chiya,,,Beta-368808,grain (charred),Lens culinaris,5290,40,,NERD,Wengrow et al. 2016,FALSE,,,,,,,,,,,
397,Gurga Chiya,,,Beta-368809,grain (charred),Hordeum vulgare,4740,30,,NERD,Wengrow et al. 2016,FALSE,,,,,,,,,,,
397,Gurga Chiya,,,Beta-368811,seed (charred),Lens culinaris,3010,30,,NERD,Wengrow et al. 2016,FALSE,,,,,,,,,,,
397,Gurga Chiya,,,Beta-368812,grain (charred),Hordeum vulgare,3080,30,,NERD,Wengrow et al. 2016,FALSE,,,,,,,,,,,
398,Gusir Höyük,,2 GSR,KIA-44176,,,9920,40,,NERD,Karul 2011; Benz 2014; Flohr et al. 2016,FALSE,,,,,,,,,,,
398,Gusir Höyük,,3GSR; 3 GSR,KIA-44177,,,9900,40,,NERD,Karul 2011; Benz 2014; Flohr et al. 2016,FALSE,,,,,,,,,,,
398,Gusir Höyük,,4 GSR,KIA-44178,,,9975,50,,NERD,Karul 2011; Benz 2014; Flohr et al. 2016,FALSE,,,,,,,,,,,
398,Gusir Höyük,,5 GSR,KIA-44179,,,9935,40,,NERD,Karul 2011; Benz 2014; Flohr et al. 2016,FALSE,,,,,,,,,,,
398,Gusir Höyük,,6GSR,KIA-44180,,,9590,45,,NERD,Karul 2011; Benz 2014; Flohr et al. 2016,FALSE,,,,,,,,,,,
238,Hajji Firuz,Pisdeli,niv. 2,P-1841,charcoal,,5460,80,,Bohner2004-ba,"Lawn 1974, Voigt 1976, Voigt 1983, Chataigner 1995",FALSE,,,,,,,,,,,
238,Hajji Firuz,Pisdeli,niv. 3a,P-1842,charcoal,,5370,80,,Bohner2004-ba,"Lawn 1974, Voigt 1976, Voigt 1983, Chataigner 1995",FALSE,,,,,,,,,,,
238,Hajji Firuz,Hajji Firuz,niv. 6,P-1843,charcoal,,6870,100,,Bohner2004-ba,"Lawn 1974, Voigt 1976, Voigt 1983, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
238,Hajji Firuz,Hajji Firuz,niv. D 5,P-455,charcoal,,7269,86,,Bohner2004-ba,"Stuckenrath 1963, Voigt 1983, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
238,Hajji Firuz,Hajji Firuz,niv. 4,P-502,soil,,6895,83,,Bohner2004-ba,"Stuckenrath 1963, Voigt 1976, Voigt 1983, Hole 1987, Chataigner 1995",FALSE,,,,,,,,,,,
706,Halaf,,,AA-30500,grain (charred),Cerealia,7705,75,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
706,Halaf,,,AA-30501,grain (charred),Cerealia,7805,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
706,Halaf,"transition ""Altmonochrome"" / Halaf",,GrN-2660,charcoal,,7570,35,,Bohner2004-ba,"Vogel and Waterbolk 1964, Bernbeck 1994, Chataigner 1995",FALSE,,,,,,,,,,,
246,Hallan Cemi,"lower level (""architectural level"")",below house floor,Beta-46647,charcoal,,10040,160,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,"upper level (""pit level"")",,Beta-46649,charcoal,,10800,220,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-47211,charcoal,,10060,120,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,"lower level (""architectural level"")",,Beta-47252,charcoal,,11700,460,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-47253,charcoal,,9730,300,,Bohner2004-ba,"Rosenberg and Davis 1992, Kuijt and Bar-Yosef 1994, Rosenberg 1994a, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-55049,charcoal,,10050,80,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-55050,charcoal,,9840,50,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-55051,charcoal,,10500,170,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-55052,charcoal,,10590,170,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-56102,charcoal,,10590,260,,Bohner2004-ba,"Rosenberg 1994a, Bar-Yosef and Gopher 1997c, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-66850,charcoal,,9510,200,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-66852,charcoal,,9600,180,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-66854,charcoal,,9930,110,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-66855,charcoal,,10060,90,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-66856,charcoal,,9870,110,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-66858,charcoal,,10320,110,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-67462,charcoal,,10520,190,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-67463,charcoal,,9890,90,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,Beta-67464,charcoal,,10000,80,,Bohner2004-ba,"Rosenberg et al. 1995, Thissen 2002a",FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12298,seed (charred),Pistacia,9980,60,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12299,seed (charred),Lathyrus/Vicia,10020,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12328,seed (charred),Pistacia,9960,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12329,seed (charred),Pisum/Vicia,10085,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12330,seed (charred),Amygdalus,9980,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12331,seed (charred),Amygdalus,9975,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12332,seed (charred),Pisum/Vicia,9935,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12333,seed (charred),Lathyrus/Vicia,10050,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
246,Hallan Cemi,,,OxA-12334,seed (charred),Scirpus maritimus,9970,45,,Palmisano2017-qp,,FALSE,,,,,,,,,,,
